epoch,train_loss,valid_loss,recon_mse,time
406,-3.2537388801574707,-2.9605934619903564,0.028148533776402473,00:01
407,-3.268542766571045,-2.9613683223724365,0.027917908504605293,00:01
408,-3.2538342475891113,-2.9602887630462646,0.02780277281999588,00:01
409,-3.2614102363586426,-2.9567086696624756,0.02793407067656517,00:01
410,-3.2586350440979004,-2.9618167877197266,0.027855025604367256,00:01
411,-3.259922742843628,-2.9595322608947754,0.02788572758436203,00:01
412,-3.2585136890411377,-2.9556779861450195,0.027931706979870796,00:01
413,-3.257472515106201,-2.9438204765319824,0.02803654968738556,00:01
414,-3.275944471359253,-2.9651200771331787,0.027904432266950607,00:01
415,-3.2576470375061035,-2.9597766399383545,0.027864428237080574,00:01
416,-3.264125108718872,-2.9610745906829834,0.027867453172802925,00:01
417,-3.269451379776001,-2.9524734020233154,0.027798769995570183,00:01
418,-3.25628924369812,-2.954105854034424,0.02823171578347683,00:01
419,-3.2670857906341553,-2.95798921585083,0.027809591963887215,00:01
420,-3.2674431800842285,-2.962080478668213,0.027898620814085007,00:01
421,-3.2675764560699463,-2.950932502746582,0.027797117829322815,00:01
422,-3.259859800338745,-2.9637629985809326,0.027844546362757683,00:01
423,-3.268134117126465,-2.9527719020843506,0.02777698077261448,00:01
424,-3.2712836265563965,-2.9549193382263184,0.0276902224868536,00:01
425,-3.271946907043457,-2.9510014057159424,0.02782590314745903,00:01
426,-3.256152391433716,-2.9625165462493896,0.027866531163454056,00:01
427,-3.269317865371704,-2.9568612575531006,0.027849067002534866,00:01
428,-3.2703118324279785,-2.943629026412964,0.02787892520427704,00:01
429,-3.2669777870178223,-2.9639549255371094,0.027760768309235573,00:01
430,-3.2661895751953125,-2.958803653717041,0.027854513376951218,00:01
431,-3.272028923034668,-2.957119941711426,0.02780044451355934,00:01
432,-3.273073196411133,-2.9506630897521973,0.027708889916539192,00:01
433,-3.26767635345459,-2.954272985458374,0.02783542312681675,00:01
434,-3.2613391876220703,-2.9651546478271484,0.028056412935256958,00:01
435,-3.26625394821167,-2.9571855068206787,0.027694517746567726,00:01
436,-3.2702198028564453,-2.954413652420044,0.027848385274410248,00:01
437,-3.2655062675476074,-2.9469974040985107,0.027852773666381836,00:01
438,-3.2687275409698486,-2.956411838531494,0.027827443554997444,00:01
439,-3.278809070587158,-2.950946092605591,0.027816150337457657,00:01
440,-3.269094705581665,-2.956237554550171,0.02789127454161644,00:01
441,-3.2812113761901855,-2.9508092403411865,0.027895579114556313,00:01
442,-3.2729415893554688,-2.956554651260376,0.027797961607575417,00:01
443,-3.275616407394409,-2.9544057846069336,0.02772313356399536,00:01
444,-3.276355743408203,-2.9575061798095703,0.027784140780568123,00:01
445,-3.2723395824432373,-2.960141181945801,0.02802477963268757,00:01
446,-3.2695155143737793,-2.952221155166626,0.027971569448709488,00:01
447,-3.263467311859131,-2.9507205486297607,0.027949264273047447,00:01
448,-3.273409843444824,-2.9520986080169678,0.027808601036667824,00:01
449,-3.2756643295288086,-2.952143430709839,0.02773074060678482,00:01
450,-3.2855710983276367,-2.953526258468628,0.027696119621396065,00:01
451,-3.2647173404693604,-2.95293927192688,0.02794445864856243,00:01
452,-3.283224582672119,-2.951545476913452,0.02783718891441822,00:01
453,-3.277273654937744,-2.9543962478637695,0.02777024172246456,00:01
454,-3.283182382583618,-2.9486894607543945,0.027835313230752945,00:01
455,-3.276848316192627,-2.9565072059631348,0.027896426618099213,00:01
456,-3.281102180480957,-2.954529047012329,0.02780040167272091,00:01
457,-3.2824783325195312,-2.955035448074341,0.027698874473571777,00:01
458,-3.2747962474823,-2.957090139389038,0.027662871405482292,00:01
459,-3.2719714641571045,-2.953744411468506,0.027745263651013374,00:01
460,-3.2756502628326416,-2.9446372985839844,0.02786433883011341,00:01
461,-3.2798190116882324,-2.952836751937866,0.02782226726412773,00:01
462,-3.279330015182495,-2.950291395187378,0.027727916836738586,00:01
463,-3.2778873443603516,-2.946046829223633,0.027935419231653214,00:01
464,-3.2819225788116455,-2.9559524059295654,0.027754036709666252,00:01
465,-3.275801658630371,-2.958259105682373,0.027970261871814728,00:01
466,-3.2779123783111572,-2.9627718925476074,0.027795184403657913,00:01
467,-3.2756900787353516,-2.9558491706848145,0.02768520638346672,00:01
468,-3.2834887504577637,-2.9558308124542236,0.027798790484666824,00:01
469,-3.279860734939575,-2.9537131786346436,0.02788233384490013,00:01
470,-3.2822179794311523,-2.9518465995788574,0.027806956321001053,00:01
471,-3.2790729999542236,-2.9627997875213623,0.02760719135403633,00:01
472,-3.280526638031006,-2.9574456214904785,0.027815381065011024,00:01
473,-3.2813572883605957,-2.9419593811035156,0.027933789417147636,00:01
474,-3.2782628536224365,-2.9575674533843994,0.027840977534651756,00:01
475,-3.280808925628662,-2.949622869491577,0.02772335521876812,00:01
476,-3.277635335922241,-2.95536208152771,0.027813896536827087,00:01
477,-3.282862663269043,-2.9442026615142822,0.0277437511831522,00:01
478,-3.280076026916504,-2.958949089050293,0.027652960270643234,00:01
479,-3.2825307846069336,-2.949315071105957,0.027869509533047676,00:01
480,-3.286903142929077,-2.9548423290252686,0.027687925845384598,00:01
481,-3.2720587253570557,-2.962629795074463,0.02799847163259983,00:01
482,-3.2922608852386475,-2.9505233764648438,0.02766060084104538,00:01
483,-3.2886645793914795,-2.942519187927246,0.027664702385663986,00:01
484,-3.2921149730682373,-2.952030658721924,0.027737170457839966,00:01
485,-3.2723147869110107,-2.9531280994415283,0.02787911519408226,00:01
486,-3.277411699295044,-2.957425594329834,0.027822282165288925,00:01
487,-3.2805490493774414,-2.9440886974334717,0.027927309274673462,00:01
488,-3.283613681793213,-2.9510750770568848,0.027752110734581947,00:01
489,-3.282902479171753,-2.9543209075927734,0.027760718017816544,00:01
490,-3.2746033668518066,-2.9648549556732178,0.027733037248253822,00:01
491,-3.2790210247039795,-2.943605422973633,0.027956461533904076,00:01
492,-3.291844129562378,-2.9508509635925293,0.02783801034092903,00:01
493,-3.285787343978882,-2.9429361820220947,0.027754895389080048,00:01
494,-3.2798449993133545,-2.9465858936309814,0.027799485251307487,00:01
495,-3.2786800861358643,-2.9493045806884766,0.027848433703184128,00:01
496,-3.28806209564209,-2.9470810890197754,0.027700994163751602,00:01
497,-3.2782270908355713,-2.9593217372894287,0.027845099568367004,00:01
498,-3.2760045528411865,-2.9510254859924316,0.027895526960492134,00:01
499,-3.285748243331909,-2.9513649940490723,0.027623193338513374,00:01
